ppname,ANS.p_correct,CANCELLATION_MARKED.bestR,CANCELLATION_MARKED.interdist,CANCELLATION_MARKED.intersect_rate,CANCELLATION_MARKED.intertime,CANCELLATION_UNMARKED.intertime,CATTELL_1.n_correct,CATTELL_2.n_correct,DEPRIVATION.IDACI_Rank,DEPRIVATION.Index_of_Multiple_Deprivation_Rank,DIGIT_SPAN.n_correct,DOT_MATRIX.n_correct,GONOGO.dprime,QUESTIONNAIRE_1.Q10_RT,QUESTIONNAIRE_1.Q10_resp,QUESTIONNAIRE_1.Q11_RT,QUESTIONNAIRE_1.Q11_resp,QUESTIONNAIRE_1.Q12_RT,QUESTIONNAIRE_1.Q12_resp,QUESTIONNAIRE_1.Q13_RT,QUESTIONNAIRE_1.Q13_resp,QUESTIONNAIRE_1.Q14_RT,QUESTIONNAIRE_1.Q14_resp,QUESTIONNAIRE_1.Q15_RT,QUESTIONNAIRE_1.Q15_resp,QUESTIONNAIRE_1.Q16_RT,QUESTIONNAIRE_1.Q16_resp,QUESTIONNAIRE_1.Q17_RT,QUESTIONNAIRE_1.Q17_resp,QUESTIONNAIRE_1.Q18_RT,QUESTIONNAIRE_1.Q18_resp,QUESTIONNAIRE_1.Q19_RT,QUESTIONNAIRE_1.Q19_resp,QUESTIONNAIRE_1.Q1_RT,QUESTIONNAIRE_1.Q1_resp,QUESTIONNAIRE_1.Q2_RT,QUESTIONNAIRE_1.Q2_resp,QUESTIONNAIRE_1.Q3_RT,QUESTIONNAIRE_1.Q3_resp,QUESTIONNAIRE_1.Q4_RT,QUESTIONNAIRE_1.Q4_resp,QUESTIONNAIRE_1.Q5_RT,QUESTIONNAIRE_1.Q5_resp,QUESTIONNAIRE_1.Q6_RT,QUESTIONNAIRE_1.Q6_resp,QUESTIONNAIRE_1.Q7_RT,QUESTIONNAIRE_1.Q7_resp,QUESTIONNAIRE_1.Q8_RT,QUESTIONNAIRE_1.Q8_resp,QUESTIONNAIRE_1.Q9_RT,QUESTIONNAIRE_1.Q9_resp,QUESTIONNAIRE_2.Q10_RT,QUESTIONNAIRE_2.Q10_resp,QUESTIONNAIRE_2.Q11_RT,QUESTIONNAIRE_2.Q11_resp,QUESTIONNAIRE_2.Q12_RT,QUESTIONNAIRE_2.Q12_resp,QUESTIONNAIRE_2.Q13_RT,QUESTIONNAIRE_2.Q13_resp,QUESTIONNAIRE_2.Q14_RT,QUESTIONNAIRE_2.Q14_resp,QUESTIONNAIRE_2.Q15_RT,QUESTIONNAIRE_2.Q15_resp,QUESTIONNAIRE_2.Q16_RT,QUESTIONNAIRE_2.Q16_resp,QUESTIONNAIRE_2.Q1_RT,QUESTIONNAIRE_2.Q1_resp,QUESTIONNAIRE_2.Q2_RT,QUESTIONNAIRE_2.Q2_resp,QUESTIONNAIRE_2.Q3_RT,QUESTIONNAIRE_2.Q3_resp,QUESTIONNAIRE_2.Q4_RT,QUESTIONNAIRE_2.Q4_resp,QUESTIONNAIRE_2.Q5_RT,QUESTIONNAIRE_2.Q5_resp,QUESTIONNAIRE_2.Q6_RT,QUESTIONNAIRE_2.Q6_resp,QUESTIONNAIRE_2.Q7_RT,QUESTIONNAIRE_2.Q7_resp,QUESTIONNAIRE_2.Q8_RT,QUESTIONNAIRE_2.Q8_resp,QUESTIONNAIRE_2.Q9_RT,QUESTIONNAIRE_2.Q9_resp,QUESTIONNAIRE_3.Q10_RT,QUESTIONNAIRE_3.Q10_resp,QUESTIONNAIRE_3.Q11_RT,QUESTIONNAIRE_3.Q11_resp,QUESTIONNAIRE_3.Q12_RT,QUESTIONNAIRE_3.Q12_resp,QUESTIONNAIRE_3.Q1_RT,QUESTIONNAIRE_3.Q1_resp,QUESTIONNAIRE_3.Q2_RT,QUESTIONNAIRE_3.Q2_resp,QUESTIONNAIRE_3.Q3_RT,QUESTIONNAIRE_3.Q3_resp,QUESTIONNAIRE_3.Q4_RT,QUESTIONNAIRE_3.Q4_resp,QUESTIONNAIRE_3.Q5_RT,QUESTIONNAIRE_3.Q5_resp,QUESTIONNAIRE_3.Q6_RT,QUESTIONNAIRE_3.Q6_resp,QUESTIONNAIRE_3.Q7_RT,QUESTIONNAIRE_3.Q7_resp,QUESTIONNAIRE_3.Q8_RT,QUESTIONNAIRE_3.Q8_resp,QUESTIONNAIRE_3.Q9_RT,QUESTIONNAIRE_3.Q9_resp,READING.n_correct,SUMS.n_correct
440,0.7586206897,0.9402849975,282.7916373223,0.0731707317,0.766,0.902,4,6,25359,24061,13,11,3.7915816667,12.334,2,12.4674,2,12.6006,0,9.8337,0.2493719,6.3339,0.7474874,7.6676,0.2506281,5.1672,0.5,5.4003,0.5,5.4661,0.5,4.4,0.5,14.6687,0.2489531,14.9338,0.7577471,14.9674,0.5012563,13.3672,0.7562814,13.6341,3,18.4679,0,11.7001,0,6.8003,0,11.3673,4,7.6,0.326005,11.334,0.3134422,6.433,0.3335427,6.833,0,6.701,0.6633166,9.066,0.5770519,7.401,0.3335427,7.334,0.3247488,8.9,0.3417085,9.9,0.339196,8.1,0.6708543,7.967,0.1425879,8.235,0.3165829,5.267,0.3266332,21.835,0.1639447,6.5,0,10.768,0.040201,16.801,0.00942211,8.5,2,6.534,0.6664573,9.6675,0.330402,11.667,0.1595477,41.703,0.07160804,13.933,0.4861809,15.767,0.1614322,21.201,0.1683417,74.169,0.1733668,18.5,0,42,19
441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30872,29765,NaN,NaN,3.4757535425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.2005,0.7512563,6.767,0.508794,7.9003,0.0138191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
442,0.4913793103,0.5757838555,360.6277190417,0.375,0.801,0.832,2,2,15716,22818,9,1,3.1518191656,8.3337,4,18.6676,3,16.5008,1,8.0336,0.008165829,5.5003,0.9968593,6.3006,0.995603,5.5667,0.5,6.1003,0.5521357,5.6004,0.7562814,5.8337,0.8015075,13.2007,0.4964405,10.2669,0.6545226,10.9007,0.9861809,8.8334,0.2430905,15.3676,1,26.8348,0,19.0009,0,13.1007,0,8.4007,1,7.301,0.9943467,7.334,0.3257957,6.067,0,6.434,0.8693467,8.567,0.01758794,5.433,0.977387,12.667,0,10.067,0.4987437,8.234,0.05695142,8.3,0.343593,7.967,0.9748744,45.536,1,4.534,0.3335427,4.134,0.6796482,5.333,0.6706449,5.601,0,21.734,0.6645728,27.468,0.8781407,12.072,0,5.267,0.3530151,9.9,1,17.467,0.8297738,14.868,0.1557789,30.436,1.680625,54.935,0.6733668,25.767,0.6039922,38.168,0.03831658,25.867,0.3109297,57,40
443,0.6293103448,0.5809481796,389.9191834349,0.25,0.685,0.4835,9,5,25221,30251,11,4,3.0569447258,11.334,1,10.134,2,8.5003,1,10.4673,0.5073283,9.2006,0.4953936,7.4675,0.3410804,10.234,0.9937186,7.2008,0.2550251,7.634,0.9698492,6.0666,0.002512563,18.0011,0.3858878,18.7676,0.5025126,22.6676,0.01633166,8.734,1,23.9013,2,9.3999,0,8.5337,2,10.1671,0,11.6002,3,8.333,0.9667085,15.734,0.3310302,6.433,0.3775126,9.301,0.3312395,7.934,0.6572446,8.934,1,7.667,0.6658291,10.634,0.3184673,8.434,0.4985344,9.067,0.3373116,6.767,0.3354271,7.967,0,5.6,0.6683417,6.234,0.6507538,9,0.1972362,16.301,0,13.767,0.02952261,17.633,0.0138191,6.967,2,5.501,0.4981156,8.034,0.5,12.634,0.9968593,17.267,0.1105528,17.451,1.996231,24.601,0.3387772,16.201,0.01130653,20.935,0.0006281407,16.8,0,49,43
444,0.6896551724,0.4029969945,335.94734443,0.3,0.834,0.7,NaN,NaN,31742,32361,12,11,4.0617023051,9.4006,1,10.367,2,7.1345,2,7.0672,0.5,8.4004,0.241206,7.4005,0.5,8.1008,0.5025126,9.2668,0.9943467,5.6005,0.772613,5.6005,0.01005025,13.5343,0.7487437,18.4342,0.2581658,12.5674,0.2512563,11.6009,1,24.8678,4,10.9008,2,7.0002,0,6.3003,0,10.4338,1,4.333,0.01005025,4.034,0.6677136,3.533,0.3383585,6.933,0.9685929,3.5669,0.9792714,6.634,0.02198493,7.5,0.6507538,5.335,1,6.101,0.8544807,5.534,0.9667085,7.867,0.6570352,6.4,0.01067839,4.8,0.3515494,11.534,0.334799,4.667,1,4.3,0.167923,11.901,0.07788945,16.601,0.1622697,6.401,2,6.434,1,6.467,0,9.601,1,9.967,0.05597432,7.1,0.7336683,12.903,0.006281407,25.568,0.2512563,15.535,0,9.234,0.1317002,49,33
445,0.6896551724,0.2821061861,290.5966066688,0.0769230769,0.668,0.625,7,6,20238,27978,12,8,2.8432922611,10.1008,3,9.6005,2,6.6338,1,10.3659,0.2619347,6.8005,0.5035595,10.2999,0.529732,5.5005,0.75,4.8336,0.9899498,5.7999,0.5,5.0667,0,11.2345,0.625,9.4668,0.241206,9.3005,0.3969849,8.3337,0.7550251,34.2353,2,11.0003,0,9.5339,0,5.6006,0,9.1005,1,4.234,0.3976131,4.833,1,3.567,1,7.767,1,3.967,0.9403266,6.534,0.9329984,6.7,0.6846734,7.234,1,6.534,0.9943467,7.101,1,6.201,1,7.3339,0,4.633,0.3297739,4.7,0.7016332,6.966,1,5.567,0.6551508,17.634,0.156407,20.001,0.00879397,9.301,0,8.7005,0.673995,7.168,0.9981156,38.268,0.0318258,12.334,0.08403128,14.834,1.993719,17.868,0.1601759,22.401,0.05485762,15.067,0.1683417,11.834,0.08354271,56,29
446,0.5862068966,0.2792856695,358.5452000757,0.325,0.599,0.37,8,6,25360,29416,9,10,NaN,19.9678,3,9.6671,2,7.867,1,8.5003,0.5,4.8339,0.5081658,7.4,0.2267588,8.6004,0.7763819,NaN,NaN,NaN,NaN,NaN,NaN,20.3013,0.7399498,10.0343,0.04627303,11.534,0.9981156,12.5675,0.5,17.1669,2,11.0003,0,10.7673,0,7.3004,0,10.5,0,11.7,0.3316583,9.001,0.03831658,4.667,0.3400335,6.833,0.4013819,4.967,0.3377303,6.534,1,10.101,1,9.334,0.6714824,8.634,1,6.267,0.3239112,17.635,1,9.468,0,11.934,0.3234925,5.468,0.6714824,4.834,0.133794,6.967,0,14.934,0.3343802,23.634,0,6.801,2,6.2,0.9798995,19.101,0.322655,19.801,0.02177555,9.4,0.01193467,10.6,0.1997487,16.4009,0.25,19.635,0.2227806,15.467,0.001884422,14.001,0,25,25
447,0.6034482759,0.6366981941,330.3666211361,0.075,0.568,0.3845,5,6,31742,32361,8,6,3.764728354,10.1336,2,34.8355,4,13.701,2,8.5337,0,6.5337,0.8153266,9.7671,0.2644472,7.367,0.7562814,10.1003,0.5,6.6334,0.9905779,7.5336,0.5,13.2007,1,12.7007,0,10.0008,1,20.368,0.8599246,9.934,4,10.4337,0,7.9002,0,7.4004,0,9.1006,4,5.501,0.9949749,7.167,0.008165829,4.1,0,9.234,0.07663316,3.0669,0,4.301,1,5.7,0.00879397,8.067,0.6846734,10.867,0.6639447,5.134,0.9974874,10.434,0.6767169,5.767,0,5.234,0.3159548,10.333,0.334799,6.701,0.01130653,6.099,0,19.201,0.3337521,17.334,0.169598,11.101,2,6.267,0.6727387,10.3,0.3352178,46.036,0.1943746,18.701,0.1683417,12.668,0.9271357,36.035,0.2512563,20.035,0.6708543,30.436,0.07223618,22.434,0.2028894,62,21
448,0.7672413793,0.7365747239,357.5074927939,0.4651162791,0.567,0.4,9,5,31742,32361,7,0,NaN,30.7349,2,13.2001,2,19.8678,3,10.934,0.2525126,9.434,0.7267588,13.3344,0.0201005,6.9005,0,18.7344,0.5125628,5.6998,0,9.8008,0.01319095,22.0682,0.5,29.1678,0.6218593,12.4339,0.4845059,9.1672,0.01067839,13.7678,2,25.2681,2,8.3003,2,9.2337,0,20.5017,4,5.234,0.7795226,5.667,0,6.567,0,9.634,0.01423786,3.799,0,15.968,0.6614321,7.5,0,5.968,0.004396985,11.634,0.05695142,7.9,0.334799,6,0.9974874,8.901,0.5579983,6.734,0.9849246,15.067,0.007537689,7.967,0,5.167,0,25.067,0.06909548,17.634,0.001884422,41.769,2,15.168,0.3201424,5.901,0.6702262,18.234,0.1702261,17.535,0,35.035,1.50335,23.701,0.1664573,16.7,0.1802764,22.634,0,26.135,0.2506281,46,39
449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3996,1640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
450,0.6379310345,0.908314019,286.238569147,0.025,0.633,0.765,6,7,31742,32361,12,5,3.968601207,15.3008,1,8.7334,2,8.2666,2,8.9671,0.2016332,7.7338,0.7525126,6.8671,0.2638191,5.8337,0.7562814,6.4673,0,6.0003,1,4.6002,0.7832915,22.9684,0.7519542,18.6007,0,14.5006,0.7602596,12.6674,0.2443467,16.7344,1,11.8671,0,9.5339,0,6.0336,2,9.8335,4,7.834,0.01193467,5.934,0.3492462,5.667,0.3486181,5.134,0.3278894,9.534,0.01005025,11.533,0.995603,12.067,0.6901172,8.235,0.6777638,11.268,1,8.434,0.9981156,13.868,1,6.701,0.0169598,3.767,0.6783919,7.134,0.6589196,7.167,0.3410804,5.167,0.07223618,14.702,0.1670854,21.2,0,11.3,2,5.1,0.995603,6.568,0.00879397,10.9342,0,10.734,0.1771357,8.634,2,13.702,0.3297739,14.934,0.4139447,15.467,0.0006281407,18.601,0.1672948,61,50
451,0.6293103448,0.8245961501,302.3182182439,0.1,0.668,0.732,6,4,29370,29765,12,14,3.5423930527,10.5,1,9.4336,1,6.767,3,11.3342,0.2525126,8.2005,0.9752931,8.2675,1,8.1005,0.4667085,10.4671,0.5085846,8.6668,0.9032663,5.6005,0.2550251,16.9014,0.366206,24.0017,0.7577471,17.4009,0.75,13.2007,0.5,15.3007,2,12.3006,0,9.2339,0,5.7003,0,8.567,0,4.934,0,7.867,0.343593,6.366,0.3197236,6.367,0.003140704,5.433,0.3209799,16.667,0.5069095,14.435,0,8.167,0.3209799,8.168,0.522613,17.434,0.2826633,10.067,1,8.1,0.3297739,3.534,0.343593,10.834,0.660804,4.1,0.3548995,4.3,0.002512563,30.969,0.0138191,17.502,0.05590452,7.434,2,5.434,0.9886935,7.834,1,12.734,0.3354271,20.869,0.1859296,12.134,1,23.201,0.1614322,19.701,0.1235343,27.468,0,15.368,0.3165829,56,43
452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9863,6708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
453,0.5517241379,0.5664348421,265.6551071355,0.0263157895,0.467,0.434,3,3,3996,1640,8,4,2.70132177,10.5339,2,10.334,2,7.2002,1,13.3673,0.5113065,5.8336,1,6.3002,0.5008375,7.0331,0.241206,7.167,0.4893216,8.2007,0.9987437,5.7004,0.5010469,8.434,1,9.7666,0.748325,10.434,1,8.5669,0,21.1678,3,14.7341,0,14.2679,2,20.0676,0,9.8345,0,7.567,0.9981156,5.834,0.9792714,8.367,0.8448492,9.434,0.01256281,6.101,0.6758794,6.6,0.4723618,7.068,0.006281407,7.667,0.3266332,9.668,0.9924623,6.134,0.9836683,9.468,0.3159548,11.201,1,10.034,0.5,7.667,1,4.4,1,5.567,1,12.367,0.5709799,18.768,0.09798995,12.034,0,8.667,0.6677136,5.8,0.7317839,12.801,0.02030988,21.668,0,9.034,0.4057789,18.667,0.5833334,14.435,0.4922529,19.901,0.5,21.201,0.1520101,47,26
454,0.775862069,0.6949708804,287.0864116663,0.075,0.601,0.534,8,5,25221,30251,8,0,3.5053320438,13.8675,4,14.8674,2,7.9671,1,14.3344,0,8.9339,1,9.6007,0.245603,6.6336,0.5025126,5.5669,0,7.9338,0.9981156,5.067,0.5,12.8344,1,7.9002,1,11.9005,0.7556533,9.9999,0.5,20.7674,0,15.8343,0,18.3341,2,27.3682,0,10.667,1,10.3,0.9962311,13.133,0.1890704,8.3,0.2430905,10.467,0.3406616,9.534,0.003140704,10.1,0.9981156,6.167,1,76.805,0.9874372,8.434,1,13.267,1,13.868,1,12.201,0.3193049,6.366,0,6.901,0.5904523,7.301,0.006909548,6.733,0.3329146,24.668,0.3758375,29.8684,0.5,9.101,0,9.834,0.6815327,12.401,0.3197236,32.769,0.1388191,18.735,0.04962312,34.535,0.04522613,24.202,0.3322864,19.401,0.6664573,20.868,0,33.735,0.01758794,25,25
455,0.6293103448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9641,6708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
456,0.7327586207,0.5199060128,347.1016628895,0.1463414634,0.535,0.533,7,5,29148,30427,7,7,NaN,14.2674,2,7.4342,2,8.2666,4,8.067,0.001884422,5.5669,0.9478643,9.6672,0.7550251,10.8672,0,NaN,NaN,NaN,NaN,NaN,NaN,14.1008,0.4993719,22.8345,0.2594221,11.2005,0.60134,19.9011,0.5,28.9013,4,9.7339,0,7.3337,0,5.6337,0,12.1008,2,3.901,0,6.734,0.133794,4.4,0.4692211,5.201,0.3306114,14.601,0,7.901,1,7.567,0.7378559,11.801,0.6538945,10.867,0.6765075,6.201,0.3498744,7.4,0.9855528,9.234,0.01067839,6.167,0.03894472,9.168,0.3190955,6.867,0.3272613,9.234,0.002721943,24.234,0.9943467,11.367,0.3021357,7.533,2,4.934,1,6.033,0.3343802,42.801,0.02177555,12.3004,0.00942211,11.034,2,48.436,1,15.401,0.665201,14.267,0.5822864,22.868,0.08103015,60,39
457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
458,0.3879310345,0.2465526105,347.5403851174,0.4150943396,0.733,0.5,6,5,20699,24800,7,10,2.1259673847,11.1349,2,10.5336,2,7.1674,1,32.5686,0.5,6.3668,1,12.1675,0.2581658,4.3334,0.06616416,10.634,0.5,5.2672,1,8.2004,0.7562814,15.2007,0.5006281,8.5338,0.01130653,11.0336,0.4434673,13.0006,0,13.9675,3,12.267,0,7.8336,0,7.1003,0,13.2008,1,5.834,0.005653266,5.366,0.3285176,6.534,0.3291457,4.934,0.007537689,4.367,0.01884422,5.567,1,10.734,1,10.734,0.6708543,13.201,0.1570352,12.533,0,12.667,0.6984925,7.3,0.00942211,16.968,0.01193467,4.033,0.3165829,4.8,0.3479899,4.767,0.3488275,14.068,0.1670854,19.468,0.05527638,16.234,2,5.767,0.6601759,9.834,0.3128141,22.868,0.08417086,12.134,0.08221663,14.534,1.954774,11.9,0.1683417,39.003,0.3341708,22.435,0.04145729,27.467,0.1727387,35,18
459,0.8189655172,0.7226281564,346.4735851058,0.275,0.402,0.406,NaN,4,6508,8314,10,6,3.9055516131,21.0012,1,10.367,1,8.2006,1,38.7356,0.5029314,7.3338,0.2506281,6.7003,0.5,3.7669,0.995603,5.2336,0.2537688,5.7337,0.003140704,4.7004,0,10.9341,0.5,9.8667,0.8848408,9.8005,0.9943467,8.1338,0.2537688,21.5009,3,42.7351,0,8.8343,2,7.9337,0,18.3676,4,6.734,0.6802764,6.201,0.001884422,7.167,0.07914573,6.934,0.01005025,4.468,0,6.6,0.9880653,7.267,1,13.501,0.7958543,7.534,1,5.667,0.6599665,6.566,0.3316583,7.367,0,14.834,0.6683417,8,0.6551508,5.301,0.3329146,6.101,0,17.034,0.343593,17.634,0.0910804,6.5,0,7.567,0.9786432,6.4,0.3385679,35.535,0.2504188,27.635,0.2424623,11.134,0.01130653,19.934,0.2317839,19.167,0.1959799,23.135,0.006909548,18.734,0.3329146,71,58
460,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31742,32361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
461,0.7844827586,0.671339679,303.9474495401,0.1,0.301,0.4655,11,7,25221,30251,18,14,1.9123407218,9.3002,2,9.8002,2,9.3005,1,12.6668,0.7518844,8.2005,0.5244975,7.3335,0.2506281,6.4668,0.9937186,5.3003,0.003140704,5.8003,0.9805276,4.3334,0.263191,14.901,1,35.1698,0.459799,9.5672,0.5,7.267,0.2491625,21.8345,4,8.6671,0,6.2339,0,6.967,0,31.0686,0,7.701,0.667923,7.501,0.3228643,9.501,0.339196,5.833,0.8592965,12.235,0.2650754,11.034,1,9.1,0.6432161,6.834,0.5,11.134,1,7.367,0.6614321,8.5,1,28.534,0.3316583,11.401,0.1363065,10.301,0.2338777,8.767,0.2173367,40.636,1,27.035,0.02701005,19.601,0.08307741,37.702,2,7.601,0,6.333,1,115.539,0.003768844,30.934,0,28.435,0.5376884,21.201,0.007537689,17.301,1,30.436,0.04417923,14.801,0.1737856,54,48
462,0.724137931,0.5383302096,326.9436202527,0.275,0.401,0.433,7,9,31742,32361,11,14,4.347021814,11.1338,1,9.3671,2,7.8001,1,14.8013,0.9943467,5.8336,0.745603,7.5003,0.006281407,4.0008,0.5010469,6.0162,0,5.2337,1,4.8671,0.7594221,17.5346,0.9943467,12.4338,0.2399497,14.1007,0.7531407,8.1338,0.5002094,19.1678,4,10.9673,0,8.0341,0,7.1985,0,10.001,4,6.367,0.6664573,9.768,0.01067839,6.133,0.07788945,6.934,0.006909548,5.433,0,7.468,0.9780151,11.234,0.3027638,5.534,1,9.667,0.9009632,17.167,0.9937186,9,0.9836683,10.367,0,11.401,0.4767588,7.667,0.6582915,5.634,0.01130653,6.867,0.001256281,18.568,0.1388191,16.001,0.1727387,8.6,2,5.501,1,8.467,0.6708543,16.701,0,11.334,0.08731156,13.667,1.10469,12.067,0.166876,16.934,0.02701005,15.867,0.07160804,13.733,0.04773869,62,65
463,0.6293103448,0.4858361637,326.6229527918,0.125,0.571,0.6005,2,6,NaN,NaN,4,1,3.3450525083,14.034,1,8.834,2,7.1671,1,6.6004,0,5.634,0.2979481,8.6004,0.7508376,6.9001,0.5,5.667,0.7650754,5.2336,0.7600502,10.032,0.03203518,9.8674,0.4905779,11.9339,0.4413736,11.3677,0.9981156,8.1004,0.3486181,12.9344,4,12.9338,0,9.1009,0,7.5682,0,8.4337,0,15.834,0,5.834,0.3592965,7.4,0.6896985,5.735,0.01444724,4.4,0,6.767,0,6.967,0.002512563,13.835,0.1614322,6.534,0.6702262,9.534,0.8140703,11.067,0,13.501,0,5.567,0.647613,16.234,0.3343802,11.067,0.9792714,4.833,0.1023869,14.801,0.9974874,18.734,0,19.434,2,14.868,1,23.401,0.6683417,14.834,0.05841709,11.467,0.3241206,26.901,0.5046064,29.168,0.7512563,14.134,1,19.501,0.1683417,18.868,0.08354271,25,31
464,0.6379310345,0.8228941933,466.4796317387,0.275,1.267,0.367,1,7,15843,23017,5,7,1.9256925385,16.3341,3,11.2,4,8.3005,1,6.7003,0.2512563,8.101,0.7744975,6.6335,0.2474874,10.6,0,10.9684,0.02261307,9.5672,0.2625628,5.5004,1,17.5009,0,17.9014,0.2531407,12.1668,0.982412,14.068,0.258794,17.1669,1,14.6005,0,7.2002,0,8.1005,2,10.6006,3,4.434,1,4.801,0.008165829,5.1,0.3373116,5.367,1,3.767,1,8.467,0,15.834,1,17.334,0.8402429,23.867,0,11.801,0,6.834,1,11.867,0.7550251,9.567,0.6507538,13.567,0.3366834,5.534,0.3253769,8.134,1,20.101,1,22.834,0.1723199,41.769,0,5.5,1,5.733,0,23.235,0.1959799,14.767,0.06721105,30.436,0.1180905,12.134,0.9805276,14.467,0.6589196,22.835,0.8234925,19.867,0.8404523,8,22
